summary,config,name
"{'_runtime': 1165, '_step': 0, '_timestamp': 1767484358.4724655, '_wandb': {'runtime': 1165}, 'final_mean': 421.3857142857143, 'final_sd': 93.60529485285431}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 512, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1533
"{'_runtime': 949, '_step': 0, '_timestamp': 1767484413.5348136, '_wandb': {'runtime': 949}, 'final_mean': 500, 'final_sd': 0}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 513, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1537
"{'_runtime': 1147, '_step': 0, '_timestamp': 1767485528.554808, '_wandb': {'runtime': 1147}, 'final_mean': 179.27142857142857, 'final_sd': 3.7106850679449193}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 514, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1553
"{'_runtime': 881, '_step': 0, '_timestamp': 1767485318.0972445, '_wandb': {'runtime': 881}, 'final_mean': 500, 'final_sd': 0}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 515, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1553
"{'_runtime': 1176, '_step': 0, '_timestamp': 1767486517.2486262, '_wandb': {'runtime': 1176}, 'final_mean': 462.74285714285713, 'final_sd': 97.79215360202704}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 516, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1609
"{'_runtime': 985, '_step': 0, '_timestamp': 1767486536.6679647, '_wandb': {'runtime': 985}, 'final_mean': 500, 'final_sd': 0}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 517, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1612
"{'_runtime': 1357, '_step': 0, '_timestamp': 1767487896.9343393, '_wandb': {'runtime': 1357}, 'final_mean': 360.2, 'final_sd': 171.4324190044412}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 518, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1628
"{'_runtime': 1215, '_step': 0, '_timestamp': 1767487772.7647066, '_wandb': {'runtime': 1215}, 'final_mean': 500, 'final_sd': 0}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 519, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1629
"{'_runtime': 1086, '_step': 0, '_timestamp': 1767488879.2690787, '_wandb': {'runtime': 1086}, 'final_mean': 159.85714285714286, 'final_sd': 35.360706891078046}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 520, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1649
"{'_runtime': 1238, '_step': 0, '_timestamp': 1767489155.9540985, '_wandb': {'runtime': 1238}, 'final_mean': 500, 'final_sd': 0}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 501, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1651
"{'_runtime': 1164, '_step': 0, '_timestamp': 1767490067.4274626, '_wandb': {'runtime': 1164}, 'final_mean': 315.75714285714287, 'final_sd': 206.78957114587257}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 502, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1708
"{'_runtime': 1082, '_step': 0, '_timestamp': 1767490256.2749546, '_wandb': {'runtime': 1082}, 'final_mean': 168.54285714285714, 'final_sd': 224.40337950818363}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 503, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1712
"{'_runtime': 1310, '_step': 0, '_timestamp': 1767491403.2729905, '_wandb': {'runtime': 1310}, 'final_mean': 500, 'final_sd': 0}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 504, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1728
"{'_runtime': 1167, '_step': 0, '_timestamp': 1767491448.616059, '_wandb': {'runtime': 1167}, 'final_mean': 244.18571428571428, 'final_sd': 30.011089787011763}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 505, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1731
"{'_runtime': 1336, '_step': 0, '_timestamp': 1767492758.9314065, '_wandb': {'runtime': 1336}, 'final_mean': 500, 'final_sd': 0}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 506, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1750
"{'_runtime': 1148, '_step': 0, '_timestamp': 1767492618.694747, '_wandb': {'runtime': 1148}, 'final_mean': 174.27142857142857, 'final_sd': 3.371822010941471}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 507, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1751
"{'_runtime': 1471, '_step': 0, '_timestamp': 1767494122.4139898, '_wandb': {'runtime': 1471}, 'final_mean': 104.78571428571428, 'final_sd': 2.150699933528997}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 508, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1810
"{'_runtime': 1319, '_step': 0, '_timestamp': 1767494101.4916914, '_wandb': {'runtime': 1319}, 'final_mean': 496.07142857142856, 'final_sd': 21.93778308149235}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 509, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1813
"{'_runtime': 1111, '_step': 0, '_timestamp': 1767495240.6453629, '_wandb': {'runtime': 1111}, 'final_mean': 154.37142857142857, 'final_sd': 8.796381445265562}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 510, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1835
"{'_runtime': 992, '_step': 0, '_timestamp': 1767495138.7370017, '_wandb': {'runtime': 992}, 'final_mean': 101.1, 'final_sd': 2.705285831214777}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 511, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1835
"{'_runtime': 1183, '_step': 0, '_timestamp': 1767496344.257647, '_wandb': {'runtime': 1183}, 'final_mean': 399.0857142857143, 'final_sd': 106.67611097645631}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 512, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1852
"{'_runtime': 923, '_step': 0, '_timestamp': 1767496183.3771572, '_wandb': {'runtime': 923}, 'final_mean': 120.04285714285714, 'final_sd': 2.344816254060459}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 513, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1854
"{'_runtime': 1258, '_step': 0, '_timestamp': 1767497463.4341898, '_wandb': {'runtime': 1258}, 'final_mean': 91.38571428571429, 'final_sd': 2.6256583236691444}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 514, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1910
"{'_runtime': 927, '_step': 0, '_timestamp': 1767497289.5907934, '_wandb': {'runtime': 927}, 'final_mean': 500, 'final_sd': 0}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 515, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1912
"{'_runtime': 1320, '_step': 0, '_timestamp': 1767498630.3524404, '_wandb': {'runtime': 1320}, 'final_mean': 500, 'final_sd': 0}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 516, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1928
"{'_runtime': 967, '_step': 0, '_timestamp': 1767498453.535766, '_wandb': {'runtime': 967}, 'final_mean': 493.8857142857143, 'final_sd': 35.65571196762684}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 517, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1931
"{'_runtime': 1462, '_step': 0, '_timestamp': 1767499937.6517837, '_wandb': {'runtime': 1462}, 'final_mean': 127.05714285714286, 'final_sd': 3.384357775268509}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 518, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1947
"{'_runtime': 1065, '_step': 0, '_timestamp': 1767499716.3504572, '_wandb': {'runtime': 1065}, 'final_mean': 372.1571428571429, 'final_sd': 32.687977568993475}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 519, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-1950
"{'_runtime': 1270, '_step': 0, '_timestamp': 1767501012.929322, '_wandb': {'runtime': 1270}, 'final_mean': 500, 'final_sd': 0}","{'agent': {'tau': 0.03, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 520, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-2009
"{'_runtime': 922, '_step': 0, '_timestamp': 1767500881.6066976, '_wandb': {'runtime': 922}, 'final_mean': 500, 'final_sd': 0}","{'agent': {'tau': 0.06, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 501, 'batch_size': 64, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-2012
"{'_runtime': 1064, '_step': 0, '_timestamp': 1767501967.0028756, '_wandb': {'runtime': 1064}, 'final_mean': 340.7142857142857, 'final_sd': 90.47006495554884}","{'agent': {'tau': 0.06, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 502, 'batch_size': 64, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-2028
"{'_runtime': 1074, '_step': 0, '_timestamp': 1767502106.9897373, '_wandb': {'runtime': 1074}, 'final_mean': 194.44285714285715, 'final_sd': 4.686258679177159}","{'agent': {'tau': 0.06, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 503, 'batch_size': 64, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-2030
"{'_runtime': 1080, '_step': 0, '_timestamp': 1767503069.707934, '_wandb': {'runtime': 1080}, 'final_mean': 26.17142857142857, 'final_sd': 2.455148692450382}","{'agent': {'tau': 0.06, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 504, 'batch_size': 64, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-2046
"{'_runtime': 443, '_step': 0, '_timestamp': 1767502570.815475, '_wandb': {'runtime': 443}, 'final_mean': 127.85714285714286, 'final_sd': 6.7194509007926575}","{'agent': {'tau': 0.06, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 505, 'batch_size': 64, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-2048
"{'_runtime': 936, '_step': 0, '_timestamp': 1767503526.8845992, '_wandb': {'runtime': 936}, 'final_mean': 500, 'final_sd': 0}","{'agent': {'tau': 0.06, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 506, 'batch_size': 64, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-2056
"{'_runtime': 852, '_step': 0, '_timestamp': 1767503945.4856317, '_wandb': {'runtime': 852}, 'final_mean': 500, 'final_sd': 0}","{'agent': {'tau': 0.06, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 507, 'batch_size': 64, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-2104
"{'_runtime': 1288, '_step': 0, '_timestamp': 1767504837.726575, '_wandb': {'runtime': 1288}, 'final_mean': 500, 'final_sd': 0}","{'agent': {'tau': 0.06, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 508, 'batch_size': 64, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-2112
"{'_runtime': 1271, '_step': 0, '_timestamp': 1767505236.3978283, '_wandb': {'runtime': 1271}, 'final_mean': 500, 'final_sd': 0}","{'agent': {'tau': 0.06, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 509, 'batch_size': 64, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-2119
"{'_runtime': 1015, '_step': 0, '_timestamp': 1767505877.6658218, '_wandb': {'runtime': 1015}, 'final_mean': 395.8428571428571, 'final_sd': 28.76885007597414}","{'agent': {'tau': 0.06, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 510, 'batch_size': 64, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-2134
"{'_runtime': 1010, '_step': 0, '_timestamp': 1767506279.7337048, '_wandb': {'runtime': 1010}, 'final_mean': 121.37142857142857, 'final_sd': 2.3001330928661403}","{'agent': {'tau': 0.06, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.975, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 511, 'batch_size': 64, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260104-2141
